event,det,row,col,a00,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29
2,498,3,48,12,10,11,9,9,11,9,11,11,9,13,11,11,11,11,10,11,8,9,8,11,10,11,10,11,12,8,11,11,10
2,498,4,46,12,7,9,11,6,8,11,10,10,9,10,9,11,10,10,9,11,11,10,10,9,12,9,8,9,10,10,9,8,7
2,498,4,47,8,8,12,10,11,11,10,11,10,7,10,10,10,9,11,9,9,8,12,8,11,11,11,10,11,9,9,9,12,12
2,498,4,48,10,12,8,11,11,9,9,11,9,11,11,8,9,9,12,8,10,9,10,10,11,11,11,12,10,9,9,11,9,25
2,498,4,49,9,11,10,12,9,11,8,9,10,11,8,8,10,10,10,9,10,10,11,8,11,12,12,7,11,10,11,9,11,13
2,498,4,50,11,11,12,11,12,11,8,10,10,10,9,11,11,13,12,10,11,11,10,9,11,12,10,10,11,11,9,10,9,12
2,498,4,51,12,13,9,11,10,9,12,9,9,11,10,10,10,11,11,11,11,11,11,9,10,10,8,11,10,10,10,9,9,10
2,498,4,52,8,10,10,9,10,9,11,10,11,8,11,11,10,9,11,9,12,9,11,9,9,11,10,11,10,10,10,9,11,13
2,498,4,53,8,8,8,7,11,12,10,8,9,10,9,10,12,8,11,10,11,11,9,8,9,9,10,8,10,9,13,9,12,19
2,498,4,53,8,8,8,7,11,12,10,8,9,10,9,10,12,8,11,10,11,11,9,8,9,9,10,8,10,9,13,9,12,19
2,498,4,54,8,8,11,10,9,8,11,12,8,10,13,12,9,9,8,10,9,9,10,9,10,10,11,6,11,11,11,9,18,62
2,498,4,54,8,8,11,10,9,8,11,12,8,10,13,12,9,9,8,10,9,9,10,9,10,10,11,6,11,11,11,9,18,62
2,498,4,55,10,9,11,9,12,8,10,12,10,9,11,8,11,7,11,10,8,9,11,9,11,11,10,10,11,10,14,23,27,53
2,498,4,55,10,9,11,9,12,8,10,12,10,9,11,8,11,7,11,10,8,9,11,9,11,11,10,10,11,10,14,23,27,53
2,498,4,56,10,10,10,9,9,8,9,10,10,11,10,10,9,12,11,10,9,10,9,9,10,11,11,11,11,18,61,88,76,57
2,498,4,57,9,9,9,9,10,11,10,12,11,11,8,10,9,11,11,12,10,9,12,11,10,10,13,15,27,61,104,112,83,53
2,498,4,58,8,9,10,11,9,9,12,11,10,11,11,10,10,11,9,12,9,9,11,8,10,17,37,51,58,80,75,57,40,32
2,498,4,59,11,11,11,11,12,11,11,11,12,11,8,13,9,9,11,11,11,11,14,15,22,32,51,51,42,33,26,21,18,17
2,498,4,60,10,8,10,8,10,10,11,11,9,11,8,11,10,11,12,9,12,26,36,35,41,40,35,25,22,21,16,16,14,14
2,498,4,61,9,10,12,10,8,9,9,12,10,9,9,11,13,15,18,26,36,53,50,37,29,24,19,19,17,16,16,16,16,13
2,498,4,62,11,8,9,12,9,12,12,10,9,12,16,27,40,39,37,43,38,33,28,24,20,19,17,16,15,12,17,13,14,14
2,498,4,63,11,9,9,11,10,13,16,23,26,30,36,50,53,41,33,26,21,19,19,17,15,16,15,16,14,13,14,14,16,12
2,498,4,64,9,9,12,22,48,56,60,62,55,47,39,31,26,22,20,19,20,20,17,17,16,15,12,16,13,15,16,15,12,14
2,498,4,65,17,31,29,77,141,121,83,57,44,38,32,28,26,23,24,22,21,19,21,17,17,15,16,15,17,14,14,15,14,12
2,498,4,66,35,80,95,80,61,46,36,27,26,25,24,22,16,18,17,16,15,15,15,15,15,14,14,13,12,14,15,11,10,12
2,498,4,67,91,301,320,220,136,93,73,63,56,49,47,41,40,36,33,32,31,28,27,25,23,23,21,18,18,21,17,17,18,16
2,498,4,68,46,133,117,74,47,40,32,27,27,25,21,21,20,19,19,20,19,16,15,16,16,15,15,13,14,14,12,13,13,11
2,499,2,2,10,9,11,10,12,10,8,9,10,10,13,11,10,10,8,11,10,13,11,15,16,12,12,11,11,11,10,11,10,10
2,499,2,3,9,10,10,9,10,12,11,13,13,14,14,21,27,31,29,34,39,35,35,35,36,33,24,20,18,17,15,16,11,16
2,499,2,4,14,24,25,29,27,24,32,36,35,29,27,37,47,41,33,31,30,24,23,24,20,18,18,19,18,15,15,14,15,14
2,499,2,5,24,43,45,36,30,25,24,24,22,17,18,16,18,18,17,15,14,13,12,13,12,13,14,13,11,13,10,10,11,11
2,499,2,6,11,12,9,10,11,13,9,10,11,9,11,10,10,12,11,11,11,11,13,11,8,11,11,10,9,11,9,13,7,9
2,499,2,26,11,12,12,12,11,21,41,109,187,145,90,61,48,42,38,34,33,28,27,27,24,23,24,23,22,18,17,17,17,16
2,499,2,27,18,32,35,33,54,149,330,608,805,609,376,256,202,187,173,156,142,127,116,106,100,94,84,73,67,62,59,54,49,43
2,499,2,28,16,28,27,26,31,67,124,150,144,105,73,53,50,51,47,46,41,39,36,35,31,29,29,25,24,24,23,20,21,19
2,499,2,29,10,12,9,9,8,10,10,6,10,11,10,12,10,10,11,11,10,11,11,11,10,9,8,11,10,8,11,10,10,9
2,499,5,77,10,9,8,8,10,13,9,9,10,11,12,9,11,9,10,9,11,10,10,12,11,13,10,11,10,8,11,11,10,10
2,499,5,78,10,11,8,11,11,10,12,12,9,10,13,12,11,16,19,25,27,30,36,35,33,24,22,17,15,14,14,15,15,15
2,499,5,79,17,22,23,23,26,37,46,42,35,33,37,34,34,38,42,52,54,50,46,42,39,31,26,24,23,20,18,18,18,19
2,499,5,80,64,95,80,69,63,73,79,68,50,45,38,37,32,31,28,27,26,25,21,22,20,19,17,19,17,17,14,14,18,13
2,499,5,81,17,23,20,18,17,16,17,16,11,12,13,11,14,10,12,13,12,12,12,9,10,9,9,8,12,12,8,9,10,11
2,499,8,53,15,22,19,16,13,12,12,13,11,13,10,11,11,11,11,12,11,10,10,10,12,11,11,8,10,10,10,11,8,9
2,499,8,53,15,22,19,16,13,12,12,13,11,13,10,11,11,11,11,12,11,10,10,10,12,11,11,8,10,10,10,11,8,9
2,499,8,54,39,68,62,43,35,24,21,19,19,15,16,12,16,16,13,13,12,14,16,14,11,12,12,11,13,12,12,14,12,12
2,499,8,54,39,68,62,43,35,24,21,19,19,15,16,12,16,16,13,13,12,14,16,14,11,12,12,11,13,12,12,14,12,12
2,499,8,55,19,33,44,50,48,41,30,24,21,21,17,16,17,15,13,14,14,16,13,14,14,12,13,12,13,14,13,14,11,10
2,499,8,55,19,33,44,50,48,41,30,24,21,21,17,16,17,15,13,14,14,16,13,14,14,12,13,12,13,14,13,14,11,10
2,499,8,56,10,12,10,15,16,17,17,12,11,11,15,11,12,12,10,12,12,11,9,13,11,9,8,8,9,11,11,11,10,9
2,499,8,57,10,9,10,9,11,11,12,10,10,10,8,12,10,10,10,9,8,9,12,9,13,12,8,12,10,10,11,10,10,8
2,499,9,54,11,10,10,9,11,12,15,15,11,9,10,10,11,11,12,10,10,12,11,8,12,9,11,10,10,9,10,9,9,11
2,499,9,54,11,10,10,9,11,12,15,15,11,9,10,10,11,11,12,10,10,12,11,8,12,9,11,10,10,9,10,9,9,11
2,499,9,55,10,9,12,9,10,31,71,67,51,36,28,27,24,19,19,19,18,16,17,17,14,15,14,13,13,13,15,14,13,13
2,499,9,55,10,9,12,9,10,31,71,67,51,36,28,27,24,19,19,19,18,16,17,17,14,15,14,13,13,13,15,14,13,13
2,499,9,56,10,7,10,12,11,14,35,43,60,97,96,69,49,37,30,27,23,26,19,22,22,17,16,19,15,17,16,15,15,15
2,499,9,57,9,9,10,13,11,12,8,12,25,65,81,86,70,51,36,31,25,23,22,21,19,21,15,20,16,17,17,14,14,14
2,499,9,58,14,9,11,12,11,11,9,11,9,11,21,45,64,74,58,41,32,25,22,21,17,18,17,18,17,16,15,12,15,13
2,499,9,59,9,9,8,12,5,10,8,11,10,12,11,15,46,107,107,72,48,37,31,27,24,22,23,20,20,17,17,19,19,16
2,499,9,60,11,9,9,10,10,10,9,10,10,13,11,9,27,121,164,116,74,52,42,36,30,29,26,24,23,24,20,19,18,18
2,499,9,61,9,9,9,9,9,10,11,10,11,11,12,8,11,38,67,59,43,31,23,20,18,18,17,18,14,16,15,13,15,16
2,499,9,62,11,10,11,11,10,9,8,9,12,13,12,10,13,34,62,53,36,27,21,18,19,18,15,14,15,15,16,12,13,15
2,499,9,63,13,8,9,10,10,7,11,12,10,8,9,11,31,54,56,41,33,25,20,18,17,14,18,15,15,14,15,12,12,12
2,499,9,64,9,9,11,7,8,10,9,11,10,12,19,39,64,71,51,39,30,23,22,20,20,15,16,16,17,16,15,14,13,12
2,499,9,65,9,10,12,10,9,11,12,10,14,19,55,91,80,61,39,31,26,25,21,20,20,19,21,19,17,16,13,16,14,13
2,499,9,66,9,10,9,10,11,13,17,25,43,56,59,56,41,31,26,23,20,19,21,16,17,17,16,17,15,15,12,14,13,12
2,499,9,67,12,18,26,34,62,64,64,66,56,46,36,31,25,23,21,23,18,20,17,18,16,15,16,14,15,14,13,15,13,12
2,499,9,68,33,119,211,187,173,135,93,70,55,47,42,41,36,35,32,29,27,28,24,23,24,20,20,20,19,19,18,16,16,15
2,499,9,69,136,228,205,139,95,72,56,48,40,38,35,34,30,30,28,27,23,22,21,20,17,20,16,17,16,16,15,14,14,14
2,499,9,70,30,45,38,26,20,20,16,14,15,12,14,12,13,12,12,11,13,13,12,12,13,12,11,10,9,10,12,10,14,13
2,499,9,71,10,11,11,10,9,8,9,9,10,10,12,10,9,10,8,10,10,11,10,11,9,12,10,8,12,10,11,8,8,9
2,499,9,71,10,11,11,10,9,8,9,9,10,10,12,10,9,10,8,10,10,11,10,11,9,12,10,8,12,10,11,8,8,9
2,501,0,53,10,10,10,9,8,10,11,10,9,8,11,10,12,10,10,12,8,9,10,9,11,13,12,10,11,9,11,10,9,13
2,501,0,53,10,10,10,9,8,10,11,10,9,8,11,10,12,10,10,12,8,9,10,9,11,13,12,10,11,9,11,10,9,13
2,501,0,54,8,7,12,11,11,9,10,8,11,9,12,11,10,11,9,12,8,10,11,13,44,63,50,36,24,20,20,15,16,17
2,501,0,54,8,7,12,11,11,9,10,8,11,9,12,11,10,11,9,12,8,10,11,13,44,63,50,36,24,20,20,15,16,17
2,501,0,55,10,12,9,7,10,9,10,11,11,9,10,10,10,9,8,11,12,9,14,31,65,76,56,39,29,25,22,19,16,17
2,501,0,55,10,12,9,7,10,9,10,11,11,9,10,10,10,9,8,11,12,9,14,31,65,76,56,39,29,25,22,19,16,17
2,501,0,56,10,11,8,11,11,12,10,10,9,10,10,9,7,10,10,11,11,17,60,95,81,58,40,29,27,25,20,20,19,19
2,501,0,57,9,12,12,9,12,10,9,10,11,11,11,12,10,11,8,13,14,31,63,69,51,37,26,24,21,19,19,17,16,17
2,501,0,58,11,12,9,11,9,10,10,11,9,10,10,10,10,10,11,17,30,62,63,56,44,33,26,20,21,18,17,17,16,16
2,501,0,59,14,8,10,12,11,11,8,11,11,11,10,10,7,10,14,31,55,54,39,30,24,21,17,19,17,14,13,13,14,14
2,501,0,60,10,12,10,10,9,7,10,9,11,11,12,10,9,12,35,69,67,48,36,27,24,19,18,20,17,15,17,16,16,12
2,501,0,61,10,10,11,9,7,10,9,9,11,10,11,10,11,18,86,178,149,95,67,46,42,35,31,30,27,23,25,24,23,19
2,501,0,62,10,8,11,11,9,11,10,13,9,10,10,10,10,32,75,87,62,44,32,25,24,21,21,17,16,18,16,16,18,16
2,501,0,63,10,10,9,10,10,11,11,12,9,10,8,10,14,36,79,76,55,39,29,26,22,21,19,17,14,16,16,13,15,13
2,501,0,64,8,10,8,9,11,10,11,11,11,8,10,9,12,30,57,48,38,27,25,20,18,17,15,17,17,16,15,15,12,12
2,501,0,65,8,11,8,11,12,12,12,10,9,9,8,8,12,33,54,45,33,25,21,17,15,17,16,16,14,14,12,14,16,10
2,501,0,66,13,10,10,10,11,9,9,10,9,10,9,9,12,50,96,85,56,42,33,26,25,20,22,20,20,15,18,17,17,15
2,501,0,67,11,10,10,11,9,7,9,10,11,12,10,11,14,50,151,182,127,83,58,44,36,34,33,31,28,28,23,20,22,20
2,501,0,68,10,10,11,9,12,9,9,9,10,10,10,9,11,24,84,119,88,60,43,34,31,25,22,22,21,21,19,17,19,19
2,501,0,69,9,9,8,12,10,10,9,10,9,10,8,11,9,14,33,92,103,75,50,35,28,25,24,23,21,19,19,19,14,19
2,501,0,70,8,11,12,10,9,10,10,9,12,10,12,10,10,10,16,50,125,143,102,71,48,41,32,28,28,24,25,23,21,20
2,501,0,71,12,9,8,8,9,10,11,8,9,9,11,10,11,11,13,28,116,218,210,141,90,66,52,43,37,39,32,32,32,30
2,501,0,71,12,9,8,8,9,10,11,8,9,9,11,10,11,11,13,28,116,218,210,141,90,66,52,43,37,39,32,32,32,30
2,501,0,72,8,11,9,10,11,11,9,9,13,7,10,9,14,12,11,12,21,66,113,106,77,53,40,34,27,24,24,22,21,20
2,501,0,72,8,11,9,10,11,11,9,9,13,7,10,9,14,12,11,12,21,66,113,106,77,53,40,34,27,24,24,22,21,20
2,501,0,73,11,10,11,12,12,11,10,10,10,7,10,11,12,7,8,11,10,12,30,55,56,42,32,25,22,19,17,15,17,16
2,501,0,73,11,10,11,12,12,11,10,10,10,7,10,11,12,7,8,11,10,12,30,55,56,42,32,25,22,19,17,15,17,16
2,501,0,74,11,10,10,8,10,9,10,9,9,11,8,8,10,10,11,10,12,11,11,13,14,10,10,11,12,11,9,9,11,8
2,501,3,17,10,12,11,12,12,12,12,9,9,9,9,10,10,10,8,7,13,11,11,9,9,11,11,9,10,11,11,9,10,10
2,501,3,17,10,12,11,12,12,12,12,9,9,9,9,10,10,10,8,7,13,11,11,9,9,11,11,9,10,11,11,9,10,10
2,501,3,18,9,10,9,9,9,9,10,10,8,11,10,10,12,12,14,13,15,16,16,23,29,24,21,16,15,14,12,13,12,11
2,501,3,18,9,10,9,9,9,9,10,10,8,11,10,10,12,12,14,13,15,16,16,23,29,24,21,16,15,14,12,13,12,11
2,501,3,19,10,10,11,11,9,16,15,16,15,21,37,46,39,34,36,44,56,52,44,45,47,39,27,23,22,20,21,20,18,14
2,501,3,19,10,10,11,11,9,16,15,16,15,21,37,46,39,34,36,44,56,52,44,45,47,39,27,23,22,20,21,20,18,14
2,501,3,20,16,46,51,52,45,42,34,34,31,34,47,47,40,33,28,26,26,24,20,20,19,17,18,17,17,12,17,14,12,14
2,501,3,21,17,47,52,44,32,25,21,19,16,15,16,16,13,14,14,15,11,11,12,14,10,11,11,13,12,12,12,11,10,13
2,501,3,22,12,10,11,10,12,11,12,10,11,9,11,14,10,12,10,9,12,10,9,10,9,8,10,8,10,10,10,9,10,12
2,503,2,72,15,17,18,18,18,25,32,30,26,39,55,54,54,54,52,50,56,60,52,46,47,40,32,27,27,23,21,21,20,19
2,503,2,72,15,17,18,18,18,25,32,30,26,39,55,54,54,54,52,50,56,60,52,46,47,40,32,27,27,23,21,21,20,19
2,503,2,73,40,77,70,63,60,77,117,117,96,129,196,191,172,177,169,160,163,165,141,126,116,104,84,71,61,55,51,47,43,40
2,503,2,73,40,77,70,63,60,77,117,117,96,129,196,191,172,177,169,160,163,165,141,126,116,104,84,71,61,55,51,47,43,40
2,503,2,74,14,15,15,15,13,19,19,18,16,20,22,22,19,21,19,18,19,18,17,15,15,14,16,16,15,13,12,12,10,10
2,503,3,33,10,9,10,10,9,12,10,11,9,10,10,11,10,10,10,8,10,8,10,11,9,11,12,12,13,11,11,13,10,11
2,503,3,34,12,11,12,7,12,9,10,13,9,11,8,9,10,11,14,15,16,15,18,21,25,52,57,55,45,33,25,21,22,20
2,503,3,35,11,11,12,9,11,12,13,19,55,60,46,40,38,39,57,61,51,43,42,41,40,49,50,45,38,30,25,25,24,22
2,503,3,35,11,11,12,9,11,12,13,19,55,60,46,40,38,39,57,61,51,43,42,41,40,49,50,45,38,30,25,25,24,22
2,503,3,36,46,77,57,42,39,34,30,49,137,151,106,75,59,49,42,41,35,31,29,27,24,26,22,21,20,18,20,17,21,17
2,503,3,36,46,77,57,42,39,34,30,49,137,151,106,75,59,49,42,41,35,31,29,27,24,26,22,21,20,18,20,17,21,17
2,503,3,37,63,105,78,51,37,30,26,23,23,24,24,18,19,18,16,18,17,16,18,16,14,14,13,11,13,15,11,9,12,12
2,503,3,37,63,105,78,51,37,30,26,23,23,24,24,18,19,18,16,18,17,16,18,16,14,14,13,11,13,15,11,9,12,12
2,503,3,38,12,13,11,11,12,11,11,10,10,12,11,10,10,12,12,11,11,8,11,8,9,8,13,11,8,10,10,9,8,11
2,524,9,93,10,12,8,11,8,8,11,11,13,11,10,10,11,11,12,9,10,11,9,11,11,10,10,12,10,12,9,11,10,11
2,524,9,94,10,8,10,12,11,9,18,42,50,44,34,25,21,19,18,15,15,16,13,15,14,13,12,15,12,12,11,11,12,12
2,524,9,95,10,10,11,8,9,12,38,137,157,119,82,57,44,37,31,28,28,24,26,24,22,22,19,20,17,17,17,14,17,15
2,524,9,96,9,10,11,11,9,11,15,72,113,84,57,36,30,29,22,21,21,21,20,17,18,16,15,15,15,14,14,15,13,11
2,524,9,97,10,9,10,10,10,10,13,34,80,84,58,40,28,27,24,20,20,19,18,17,16,14,15,14,14,12,16,14,13,11
2,524,9,98,9,10,12,11,11,8,10,26,176,310,233,139,90,67,55,51,46,41,38,36,35,30,29,28,24,26,25,23,20,22
2,524,9,99,11,9,11,10,11,10,12,12,48,123,147,114,86,66,50,39,33,30,30,25,27,23,22,22,19,20,18,17,18,16
2,524,9,100,10,10,10,10,12,11,12,10,16,64,134,132,118,90,63,44,39,31,28,28,26,26,23,22,23,21,20,18,17,19
2,524,9,101,9,9,10,10,9,11,10,12,18,61,91,70,48,35,26,24,22,19,18,18,18,16,15,17,14,16,13,16,14,12
2,524,9,102,10,8,10,12,8,8,9,14,82,161,127,80,52,39,33,32,27,26,24,22,21,20,18,19,20,19,17,15,15,16
2,524,9,103,12,9,10,12,10,11,12,17,91,147,107,65,43,35,32,28,25,24,22,20,21,19,18,17,18,15,16,18,15,14
2,524,9,104,11,11,11,10,10,9,11,22,116,179,128,81,59,42,37,33,29,29,24,24,23,21,20,19,19,20,19,18,17,16
2,524,9,105,8,8,9,12,11,10,12,38,136,173,131,90,62,48,42,35,30,30,28,26,25,23,22,21,22,19,19,17,16,15
2,524,9,106,12,10,10,11,13,17,31,61,81,66,48,39,28,22,23,20,19,19,19,17,15,17,15,16,14,14,14,13,14,13
2,524,9,107,11,9,10,14,31,126,162,117,78,53,44,36,31,29,27,25,23,22,24,21,20,19,19,17,16,17,17,13,16,12
2,524,9,107,11,9,10,14,31,126,162,117,78,53,44,36,31,29,27,25,23,22,24,21,20,19,19,17,16,17,17,13,16,12
2,524,9,108,9,9,9,25,115,184,147,92,61,46,40,35,32,29,27,27,25,23,21,21,20,18,19,19,19,15,16,17,14,13
2,524,9,108,9,9,9,25,115,184,147,92,61,46,40,35,32,29,27,27,25,23,21,21,20,18,19,19,19,15,16,17,14,13
2,524,9,109,10,10,13,42,108,109,70,45,36,30,26,26,20,22,21,18,20,19,17,17,14,16,15,15,11,15,13,15,9,11
2,524,9,109,10,10,13,42,108,109,70,45,36,30,26,26,20,22,21,18,20,19,17,17,14,16,15,15,11,15,13,15,9,11
2,524,9,110,11,18,31,56,67,57,43,29,25,20,20,20,17,17,16,14,14,15,15,12,12,16,14,14,13,13,14,13,11,11
2,524,9,111,41,78,70,52,42,31,26,26,21,18,19,18,17,18,15,15,13,15,13,13,15,12,11,13,13,14,14,11,14,10
2,524,9,112,124,159,106,66,44,37,33,29,26,26,25,21,21,22,19,21,20,16,13,15,15,14,15,12,17,14,13,12,11,11
2,524,9,113,82,144,103,64,45,33,31,27,26,24,23,18,21,20,18,19,13,15,15,15,17,14,13,15,13,13,11,11,12,13
2,524,9,114,25,61,53,36,25,20,19,18,14,17,15,15,13,13,12,12,13,13,10,12,11,12,12,13,10,10,11,11,11,10
2,524,10,88,10,12,12,11,10,12,9,7,12,11,10,10,9,12,10,9,10,10,7,12,9,12,13,10,11,9,11,11,9,10
2,524,10,89,18,39,46,38,28,22,20,18,14,15,14,13,10,14,12,14,14,11,11,10,12,13,12,10,12,11,13,10,11,12
2,524,10,89,18,39,46,38,28,22,20,18,14,15,14,13,10,14,12,14,14,11,11,10,12,13,12,10,12,11,13,10,11,12
2,524,10,90,102,189,145,94,66,47,39,35,31,29,26,26,22,24,22,22,21,17,17,19,18,15,15,15,17,15,15,15,14,13
2,524,10,90,102,189,145,94,66,47,39,35,31,29,26,26,22,24,22,22,21,17,17,19,18,15,15,15,17,15,15,15,14,13
2,524,10,91,67,119,87,55,37,31,29,24,23,19,22,19,18,17,16,15,17,16,15,13,15,13,13,13,13,13,15,12,14,12
2,524,10,91,67,119,87,55,37,31,29,24,23,19,22,19,18,17,16,15,17,16,15,13,15,13,13,13,13,13,15,12,14,12
2,524,10,92,16,33,53,70,69,48,33,29,21,20,20,20,16,18,16,18,16,16,15,14,15,16,14,12,12,14,13,12,13,11
2,524,10,93,11,13,57,285,373,248,151,103,81,67,60,50,47,42,40,38,35,34,29,27,26,26,26,25,23,22,18,22,19,18
2,524,10,94,11,8,16,48,73,96,117,89,63,48,39,32,29,28,25,24,23,20,22,18,19,18,17,16,19,14,18,13,13,15
2,524,10,95,11,10,8,8,13,27,52,57,54,61,52,35,29,27,20,20,18,17,15,17,17,14,17,16,15,15,15,12,13,14
2,524,10,96,9,10,10,12,8,9,12,15,12,15,16,14,14,10,10,12,10,12,11,12,12,12,11,10,11,11,11,10,7,10
2,525,9,123,12,10,8,10,10,12,9,9,12,9,9,11,9,8,11,9,14,9,10,16,25,29,21,16,13,14,13,12,11,13
2,525,9,124,11,8,8,9,11,11,12,11,8,9,10,9,13,13,16,15,20,21,31,127,291,265,170,107,76,63,54,47,44,41
2,525,9,125,9,9,11,10,14,14,15,13,20,30,33,36,42,52,57,62,70,69,67,89,133,115,80,57,48,37,35,33,28,27
2,525,9,125,9,9,11,10,14,14,15,13,20,30,33,36,42,52,57,62,70,69,67,89,133,115,80,57,48,37,35,33,28,27
2,525,9,126,36,75,64,62,58,49,48,45,51,60,62,52,46,43,39,35,34,28,27,24,21,21,22,19,19,19,15,17,15,13
2,525,9,126,36,75,64,62,58,49,48,45,51,60,62,52,46,43,39,35,34,28,27,24,21,21,22,19,19,19,15,17,15,13
2,525,9,127,87,184,140,91,65,49,44,37,34,32,30,25,25,24,20,19,18,20,21,18,17,17,12,18,14,14,14,13,13,13
2,525,9,127,87,184,140,91,65,49,44,37,34,32,30,25,25,24,20,19,18,20,21,18,17,17,12,18,14,14,14,13,13,13
2,525,9,128,16,25,19,15,15,14,12,13,10,11,10,10,13,12,11,11,12,11,11,11,8,9,11,10,11,10,10,9,10,10
2,525,10,75,21,53,73,66,48,43,47,48,69,78,60,46,36,30,30,26,22,25,22,20,20,20,16,17,16,15,15,13,14,13
2,525,10,76,27,98,151,133,100,93,113,131,249,317,230,158,124,108,94,87,81,78,73,68,62,51,47,42,42,35,35,32,27,29
2,525,10,77,12,17,17,17,16,16,17,18,30,37,29,26,21,21,19,20,22,23,24,23,21,20,14,14,15,13,11,16,12,11
2,525,11,87,9,11,12,8,13,9,9,11,13,11,14,12,11,11,10,10,12,10,10,11,9,9,8,9,11,11,11,11,11,10
2,525,11,88,10,8,12,11,8,8,11,14,27,36,53,60,55,37,30,24,22,20,18,20,15,16,15,17,15,13,15,12,13,13
2,525,11,89,9,10,10,9,12,12,9,11,13,18,38,81,104,90,74,57,45,39,35,29,25,20,22,21,22,19,15,19,18,14
2,525,11,89,9,10,10,9,12,12,9,11,13,18,38,81,104,90,74,57,45,39,35,29,25,20,22,21,22,19,15,19,18,14
2,525,11,90,7,9,11,7,10,11,10,12,12,11,10,15,17,18,31,36,45,50,48,50,54,46,36,29,26,22,23,18,19,17
2,525,11,90,7,9,11,7,10,11,10,12,12,11,10,15,17,18,31,36,45,50,48,50,54,46,36,29,26,22,23,18,19,17
2,525,11,91,11,8,10,11,10,11,10,10,11,8,12,9,12,9,12,12,12,16,18,42,83,83,68,51,40,32,27,23,19,18
2,525,11,91,11,8,10,11,10,11,10,10,11,8,12,9,12,9,12,12,12,16,18,42,83,83,68,51,40,32,27,23,19,18
2,525,11,92,12,10,10,10,10,11,11,10,7,7,10,9,11,12,9,8,8,11,9,11,16,18,17,13,12,10,12,9,10,10
2,525,11,109,11,10,9,11,9,11,10,12,10,8,10,10,9,11,9,12,9,10,11,15,19,17,14,14,12,10,11,10,11,12
2,525,11,109,11,10,9,11,9,11,10,12,10,8,10,10,9,11,9,12,9,10,11,15,19,17,14,14,12,10,11,10,11,12
2,525,11,110,10,10,12,8,9,8,8,11,10,9,12,10,11,10,9,12,10,14,18,69,107,81,51,38,29,26,20,21,18,18
2,525,11,111,8,10,10,10,10,11,12,10,10,11,9,10,13,15,18,20,26,33,35,46,49,37,29,22,19,21,17,16,15,15
2,525,11,112,10,9,8,9,11,10,10,13,15,27,33,41,61,66,51,40,35,29,24,21,21,19,19,17,16,15,14,16,15,13
2,525,11,113,13,11,12,13,18,36,44,50,50,96,120,95,79,61,47,35,33,32,28,25,24,25,23,20,17,21,20,19,17,16
2,525,11,114,19,38,49,50,49,67,67,51,41,36,34,28,24,21,24,20,17,16,17,16,17,17,17,16,14,13,12,13,13,15
2,525,11,115,48,84,71,46,35,28,26,23,19,19,17,16,18,14,15,15,16,14,11,14,14,11,14,13,13,13,10,14,12,14
2,525,11,116,14,16,16,8,13,11,10,11,12,11,10,11,9,10,9,12,12,8,10,8,7,10,9,11,8,11,9,11,11,10
2,526,8,1,14,16,20,19,22,22,23,31,31,33,54,68,61,60,66,88,87,81,83,88,91,78,60,46,40,35,33,29,29,26
2,526,8,2,58,107,106,84,69,56,52,52,49,40,42,44,42,40,37,35,41,45,49,74,91,72,54,38,33,30,27,27,22,22
2,526,8,3,28,42,37,29,26,21,22,25,38,52,55,55,48,46,42,34,31,29,27,26,25,24,19,19,18,19,19,15,14,14
2,526,8,4,25,51,64,68,61,51,47,44,43,44,38,35,29,24,24,21,19,17,20,17,15,17,15,13,15,13,15,16,14,10
2,526,8,5,50,91,77,54,41,30,28,27,22,19,21,18,15,17,16,16,14,15,15,14,13,12,12,15,11,11,10,13,12,9
2,526,8,6,11,16,13,13,13,12,11,12,9,10,10,8,10,10,10,10,12,11,10,11,9,10,11,10,10,11,10,10,10,10
2,526,9,125,9,10,11,11,11,10,11,10,11,6,11,12,9,10,12,11,10,12,12,9,11,13,10,10,11,10,11,11,11,10
2,526,9,125,9,10,11,11,11,10,11,10,11,6,11,12,9,10,12,11,10,12,12,9,11,13,10,10,11,10,11,11,11,10
2,526,9,126,14,19,19,18,19,18,18,17,21,22,23,27,34,33,32,29,26,25,27,35,37,45,41,32,24,23,21,19,15,19
2,526,9,126,14,19,19,18,19,18,18,17,21,22,23,27,34,33,32,29,26,25,27,35,37,45,41,32,24,23,21,19,15,19
2,526,9,127,20,65,87,89,72,62,56,51,59,61,62,64,71,69,64,51,44,42,43,44,44,44,43,35,29,27,27,24,20,21
2,526,9,127,20,65,87,89,72,62,56,51,59,61,62,64,71,69,64,51,44,42,43,44,44,44,43,35,29,27,27,24,20,21
2,526,9,128,11,15,21,21,17,17,16,16,14,15,13,11,15,15,14,15,12,13,12,13,13,11,13,13,11,12,11,10,12,9
2,526,10,73,9,13,9,12,11,12,11,10,10,8,10,11,12,8,8,9,10,11,9,9,11,11,9,11,11,10,9,11,9,10
2,526,10,73,9,13,9,12,11,12,11,10,10,8,10,11,12,8,8,9,10,11,9,9,11,11,9,11,11,10,9,11,9,10
2,526,10,74,11,12,8,12,12,11,9,11,11,11,14,12,11,11,13,16,21,30,36,47,58,58,51,40,32,26,21,21,19,17
